songID | release date | popularity | length(s) | mood | keyID,songID,release date,popularity,length(s),mood,keyID
DE68471716546386164867;11/27/202228*479*0.251[14],,,,,,
SA7457516696832885845424;8/4/202254*175*0.122[15],,,,,,
AL39184427565336242518204836;2/18/202275*278*0.58[8],,,,,,
PT10421891551424112587237;2/10/202239*132*0.676[6],,,,,,
GT35515118633404713548147772;6/25/202212*392*0.826[5],,,,,,
MD9723262652151108427623;10/26/202232*310*0.637[4],,,,,,
DK6683274127325233;5/12/202235*205*0.529[14],,,,,,
CY77978253572115572451235217;11/26/20229*231*0.613[13],,,,,,
BG98RCYB80672790789771;12/9/202225*380*0.136[1],,,,,,
SI11562203434327541;9/5/202284*477*0.325[1],,,,,,
HR2859758842133431293;7/31/202217*493*0.843[4],,,,,,
HR2105371714070824263;11/17/202286*169*0.127[1],,,,,,
FR0953264612753338874683319;8/26/202242*491*0.566[11],,,,,,
LB17587679441740201817510347;8/21/202256*298*0.148[6],,,,,,
NL94HWKG3536465760;7/3/20224*339*0.121[7],,,,,,
GB24JPKE63580864050629;7/1/202247*140*0.462[9],,,,,,
SE1634165939588494665448;1/13/202251*216*0.619[7],,,,,,
ES2558723041266615591156;6/17/202235*172*0.827[6],,,,,,
VG9624130169685828824080;6/7/202240*76*0.239[3],,,,,,
NL45JGWU9655571012;4/24/202288*465*0.372[3],,,,,,
ME16611798409844093954;11/20/202226*464*0.424[5],,,,,,
BE97818463831137;9/5/202220*101*0.579[13],,,,,,
VG6224605198736871678789;11/15/202236*206*0.771[8],,,,,,
KZ531197516687765365;3/31/202256*319*0.492[11],,,,,,
RO55GASK2213913418903973;4/10/202294*236*0.383[6],,,,,,
GI48QTUE882051214652951;8/27/202296*88*0.33[1],,,,,,
BA962629712047673726;7/16/202234*305*0.26[14],,,,,,
IL692002256666151537422;8/12/202282*188*0.76[2],,,,,,
AD1705865129235717546185;2/12/202219*372*0.122[6],,,,,,
IT073TOQFI75350832182660392;3/27/202254*162*0.185[12],,,,,,
BG51NCVS50560274724268;8/6/202266*334*0.888[6],,,,,,
BH27468557010754544726;8/7/202249*259*0.966[10],,,,,,
AL17413342675467061872417656;7/28/202219*278*0.719[9],,,,,,
LV21LHJK0307751652331;1/8/202221*474*0.433[4],,,,,,
SK3011655462955725752921;5/18/202267*401*0.314[13],,,,,,
BH13367875882076946268;9/10/202252*309*0.569[5],,,,,,
MK33949963828161795;6/18/202234*443*0.852[8],,,,,,
LB81455070181275583443657769;11/7/202237*461*0.346[2],,,,,,
TR020218134405356129637941;9/21/202283*152*0.175[3],,,,,,
IT050SMLGI46058002426768186;8/4/202264*114*0.228[1],,,,,,
LI3166484353743673247;9/22/202240*423*0.971[10],,,,,,
NO1582441848084;2/11/202220*182*0.518[4],,,,,,
GB63IJKV18323787556430;2/17/202224*102*0.388[10],,,,,,
AT428201576337737154;6/15/202291*403*0.224[10],,,,,,
CY76111471457601387585552833;2/18/20226*344*0.945[7],,,,,,
KW8227176056745886585602884545;3/12/20228*198*0.431[5],,,,,,
MU3248739047334146787241267708;9/9/202286*281*0.526[11],,,,,,
IE05ONLE38867844578969;1/1/202240*87*0.718[6],,,,,,
SE5433884521882686246823;8/23/202219*425*0.706[6],,,,,,
FI5078094250752632;11/3/202210*268*0.991[7],,,,,,
VG6263537934361287806575;11/15/202298*490*0.527[6],,,,,,
PL31603708271177149444872473;1/10/202223*199*0.539[14],,,,,,
AE961801881947286813703;9/18/202256*283*0.015[5],,,,,,
AT394817648427777758;3/21/202243*163*0.234[6],,,,,,
PK3445763364524805841316;11/12/202288*296*0.379[7],,,,,,
CY59684947703212772924186874;7/21/202293*384*0.354[3],,,,,,
GE59328595021641754667;3/31/202229*457*0.929[15],,,,,,
AL98568260212454791131241658;7/23/202266*300*0.512[1],,,,,,
HR5654585122076184577;10/20/202266*379*0.668[10],,,,,,
DK6754277920626125;9/12/202237*92*0.332[2],,,,,,
RO38GHAH2716828537517691;8/28/202262*230*0.912[1],,,,,,
